Year,Region,CAR_JpnA,CAR_MathA,CAR_Eng
é¿é{îN,ínàÊãKñÕ,ê≥ìöó¶_çë,ê≥ìöó¶_êî,ê≥ìöó¶_âp
2015,1,22.11735474,60.53323861,50.75894551
2015,2,31.89395247,90.10753491,56.98974814
2015,3,72.39288361,51.32681574,41.11154886
2015,3,20.70245688,91.72874364,42.18530571
2015,4,38.60782005,69.97450617,57.40003034
2015,4,98.51681612,89.52991597,3.264271428
2015,3,67.40929056,5.138693611,11.14800205
2015,1,39.30799135,2.612977458,1.00169315
2015,2,97.75970552,94.20252922,78.12148716
2015,1,35.18916529,10.37326596,83.8877084
2015,3,18.05982392,51.91024984,55.00079215
2015,1,3.57759271,12.09684427,72.24599905
2015,2,47.5104184,43.72027395,85.89317104
2015,3,40.70609374,29.70600652,33.52003262
2015,4,33.11901545,84.91792987,56.3841353
2015,3,63.78346452,16.59823212,99.95296057
2015,3,39.3151914,12.14501921,61.29415778
2015,2,54.1576082,17.28018636,41.62586562
2015,3,30.60092956,81.96321407,43.13573383
2015,3,43.48611863,70.79441426,99.23601549
2015,2,8.829449756,6.451364865,74.60000298
2015,4,12.38916092,74.13000752,72.17042988
2015,1,24.60198994,4.450701043,73.97933594
2015,2,13.92770513,64.32239608,48.16271726
2015,2,28.58942385,88.01968685,39.47356561
2015,3,79.76743386,27.19058341,45.92433978
2015,2,13.3614505,92.70292558,87.95402483
2015,3,52.3087405,57.3029344,46.15167661
2015,3,74.48299055,7.664967469,16.85784162
2015,4,4.508457801,62.81221287,74.44632888
2015,2,75.7659502,20.43440339,31.12641197
2015,2,26.17997726,39.54389991,5.878955442
2015,2,2.618493372,79.6098492,43.73350698
2015,4,30.5999703,0.423368728,84.92393619
2015,3,69.95945121,23.57578813,91.33423835
2015,4,64.55247208,82.8916383,8.330028475
2015,2,67.40869958,0.733073948,30.66880614
2015,2,20.3467143,25.93024595,93.77418103
2015,2,67.59854986,55.0789273,78.93988946
2015,3,17.07046349,49.9851195,28.88837101
2015,3,2.535507155,44.28998341,79.33000731
2015,3,3.139397227,33.31614814,39.65273591
2015,4,43.08281646,17.53764624,45.30244191
2015,3,86.87803081,11.30563103,58.5417925
2015,3,71.30602901,27.47275475,8.717028528
2015,1,22.8330939,79.8932634,46.44925056
2015,2,22.32612031,5.435454478,11.16462589
2015,2,94.45223779,90.54868102,53.94415253
2015,3,4.729474436,50.87402826,77.92159273
2015,1,40.7239954,59.04317499,25.29708149
2015,4,99.02538665,73.03233018,80.5561434
2015,4,97.70028535,14.08486484,42.04997961
2015,1,34.23434714,41.50899193,93.44927202
2015,2,35.99649029,29.0822264,44.65853417
2015,4,56.55077703,95.79727844,75.70488993
2015,2,82.49502856,10.41455547,83.23731662
2015,1,70.49308898,48.78397986,16.05550374
2015,4,28.28293414,36.30041649,21.908158
2015,1,69.44040087,33.1980956,26.18556798
2015,3,75.33306089,3.451441024,37.8416507
2015,4,22.31328109,74.47675169,47.42991589
2015,3,99.19589563,65.43993159,15.29225556
2015,3,76.04549544,86.86647948,53.40108967
2015,4,27.48260983,13.77153027,59.04125546
2015,1,9.862067655,36.70236205,38.7798113
2015,3,28.16512332,32.92050861,67.80409466
2015,4,3.250275476,78.15672241,26.63422382
2015,2,26.62159194,61.66211601,5.408662061
2015,2,14.81789242,49.47549315,94.11111143
2015,2,27.53735877,36.52754966,95.74496038
2015,3,29.55213835,73.35000485,97.04109961
2015,3,12.36091673,75.55528917,96.3651957
2015,3,76.25366877,54.91712846,33.16761912
2015,2,13.12740214,18.64778191,93.09069523
2015,4,47.41467555,79.63395479,91.84052135
2015,3,53.46804205,96.22881619,63.75868025
2015,2,10.81865172,20.70250383,20.49701185
2015,3,99.95825237,80.51558963,59.04863682
2015,2,8.494181753,69.38597492,58.07671135
2015,2,87.11975122,66.60482092,10.38722608
2015,4,91.65637003,67.58945498,48.90018396
2015,2,54.52419927,1.642905585,11.68917912
2015,2,29.22047157,92.67266801,71.70307767
2015,4,82.54868695,75.51208745,1.547136593
2015,3,3.358354128,77.35939574,97.05847013
2015,3,80.01332812,68.89117256,39.02451523
2015,2,91.88956008,78.3759032,55.73814591
2015,1,69.70190241,53.64862215,4.601608159
2015,2,86.68579647,60.82025025,1.667237359
2015,2,78.51006241,76.25589311,47.41600286
2015,4,17.42142641,44.63709845,81.92596871
2015,4,19.49012953,6.660900236,74.5639672
2015,2,93.57980015,96.26110286,23.05377385
2015,1,85.46289451,62.50406893,91.45176476
2015,4,0.435780174,66.87539362,35.68659333
2015,1,92.29529679,96.22244856,28.38360899
2015,3,63.85120137,20.6272301,44.81740077
2015,4,78.63048593,89.74747675,39.11501485
